date,open,high,low,close,close_adj,volume
2020-04-15,278.440002,280.459991,276.309998,278.570007,271.340088,6012100
2020-04-16,280.019989,280.899994,276.619995,280.049988,272.781677,6360000
2020-04-17,286.290009,288.220001,283.309998,287.579987,280.11618,7982800
2020-04-20,283.51001,287.209991,282.26001,282.459991,275.12912,5692100
2020-04-21,277.609985,278.910004,272.920013,273.859985,266.752289,8689400
2020-04-22,279.190002,281.929993,277.799988,280.059998,272.791443,7196100
2020-04-23,281.350006,284.809998,279.670013,279.980011,272.71347,7300700
2020-04-24,281.600006,284.579987,279.390015,283.899994,276.531738,5011300
2020-04-27,286.029999,289.200012,285.549988,288.190002,280.710388,5334600
2020-04-28,291.98999,292.359985,286.350006,286.640015,279.200623,6904700
2020-04-29,292.5,295.839996,291.380005,294.130005,286.496277,7104800
2020-04-30,292.660004,293.179993,289.540009,291.160004,283.603302,11243800
2020-05-01,286.190002,286.929993,282.440002,283.529999,276.171295,6341200
2020-05-04,281.549988,284.859985,280.100006,284.630005,277.242798,4756600
2020-05-05,287.529999,290.200012,286.670013,287.140015,279.687683,5939700
2020-05-06,289.019989,289.390015,285.059998,285.25,277.84668,3434800
2020-05-07,288.700012,290.700012,288.089996,288.630005,281.138947,3779000
2020-05-08,292.059998,293.869995,290.809998,293.459991,285.843628,4342000
2020-05-11,291.209991,294.98999,290.869995,293.450012,285.833893,6128100
2020-05-12,294.730011,295.170013,287.459991,287.470001,280.009094,4748800
2020-05-13,286.959991,288.119995,279.869995,282.540009,275.207001,8599000
2020-05-14,279.839996,286.019989,275.0,285.920013,278.499298,8721000
2020-05-15,283.339996,287.230011,282.25,287.160004,279.707092,7109700
2020-05-18,294.089996,297.700012,293.690002,296.040009,288.356659,6010600
2020-05-19,295.339996,297.170013,292.920013,292.98999,285.385803,5323900
2020-05-20,296.809998,298.869995,296.600006,297.98999,290.256012,3890100
2020-05-21,297.790009,298.660004,294.690002,295.809998,288.132629,3865500
2020-05-22,295.519989,296.619995,294.209991,296.410004,288.717102,3699100
2020-05-26,302.98999,303.200012,299.709991,300.170013,292.379456,7299600
2020-05-27,303.160004,304.609985,297.910004,304.549988,296.645782,6809200
2020-05-28,305.820007,307.910004,303.299988,303.950012,296.061371,5877200
2020-05-29,303.470001,305.98999,300.579987,305.179993,297.25943,7085400
2020-06-01,304.640015,307.25,304.100006,306.679993,298.72049,6471000
2020-06-02,307.649994,309.230011,306.170013,309.230011,301.204346,3188000
2020-06-03,311.329987,314.320007,311.019989,313.390015,305.256348,4870400
2020-06-04,312.179993,314.119995,310.170013,312.339996,304.233643,6997200
2020-06-05,318.380005,322.450012,318.320007,320.480011,312.162354,7160800
2020-06-08,321.230011,324.549988,320.809998,324.399994,315.980652,3822900
2020-06-09,321.470001,323.540009,320.519989,322.01001,313.652649,4326400
2020-06-10,322.600006,323.559998,319.399994,320.109985,311.801941,6002800
2020-06-11,312.570007,313.100006,301.079987,301.589996,293.762604,7901500
2020-06-12,309.290009,310.140015,299.619995,305.359985,297.434784,7851700
2020-06-15,297.790009,308.049988,296.48999,306.890015,300.164642,6281200
2020-06-16,315.390015,315.5,307.51001,312.790009,305.935303,5248800
2020-06-17,313.940002,314.200012,310.690002,311.380005,304.556213,3532000
2020-06-18,309.820007,312.130005,309.359985,311.619995,304.790894,4008900
2020-06-19,315.329987,315.600006,308.380005,309.720001,302.932587,3833900
2020-06-22,309.170013,312.23999,307.950012,311.940002,305.103882,4186200
2020-06-23,314.700012,315.75,312.869995,313.209991,306.346069,3794900
2020-06-24,311.040009,311.730011,303.359985,305.299988,298.609406,5060800
2020-06-25,304.660004,308.829987,302.440002,308.5,301.739319,6432400
2020-06-26,307.350006,307.559998,300.619995,301.140015,294.540649,4969000
2020-06-29,302.559998,305.660004,300.109985,305.660004,298.961517,4065200
2020-06-30,305.179993,311.410004,305.049988,309.690002,302.903229,5475500
2020-07-01,310.73999,313.089996,310.25,311.809998,304.976776,4022800
2020-07-02,315.48999,316.910004,312.720001,313.450012,306.580872,3496500
2020-07-06,317.670013,318.649994,316.799988,318.26001,311.285431,4464500
2020-07-07,316.589996,318.75,314.600006,314.980011,308.077301,2861700
2020-07-08,315.829987,317.540009,313.940002,317.329987,310.375793,3686000
2020-07-09,318.209991,318.329987,311.890015,315.720001,308.801086,3307500
2020-07-10,315.480011,319.140015,314.0,318.899994,311.911377,2754700
2020-07-13,321.350006,323.970001,315.380005,316.070007,309.143402,5091400
2020-07-14,314.519989,320.589996,313.23999,320.170013,313.153595,7143600
2020-07-15,323.690002,324.320007,320.529999,323.160004,316.078033,3892300
2020-07-16,321.049988,322.5,320.350006,322.040009,314.982574,2390900
2020-07-17,323.149994,323.850006,321.01001,322.98999,315.911774,2251300
2020-07-20,322.690002,326.359985,321.899994,325.660004,318.523254,2354200
2020-07-21,327.75,328.220001,325.26001,326.25,319.100311,3105700
2020-07-22,325.910004,330.059998,325.790009,328.170013,320.978271,3177200
2020-07-23,327.720001,328.519989,322.75,324.200012,317.095245,3024200
2020-07-24,322.200012,323.269989,320.549988,322.130005,315.070618,3421400
2020-07-27,322.890015,324.690002,322.059998,324.5,317.388702,3434000
2020-07-28,323.670013,324.929993,322.140015,322.5,315.432465,2513100
2020-07-29,323.410004,327.019989,323.359985,326.380005,319.227478,2339500
2020-07-30,323.190002,325.709991,320.899994,325.26001,318.13205,3287200
2020-07-31,327.209991,327.890015,322.630005,327.820007,320.635925,4683200
2020-08-03,329.660004,330.929993,329.059998,330.109985,322.875702,2832300
2020-08-04,329.190002,331.399994,329.190002,331.299988,324.039673,3581600
2020-08-05,332.829987,333.700012,332.519989,333.450012,326.142548,2433200
2020-08-06,332.850006,335.809998,332.480011,335.709991,328.352966,3301100
2020-08-07,334.600006,336.179993,333.649994,335.950012,328.587769,3050200
2020-08-10,336.420013,337.149994,334.329987,336.959991,329.575592,2222100
2020-08-11,338.23999,338.880005,333.380005,334.140015,326.817413,3603700
2020-08-12,336.850006,339.640015,336.799988,338.799988,331.375275,2907300
2020-08-13,338.0,339.619995,337.179993,338.220001,330.807983,2643200
2020-08-14,337.76001,338.790009,337.049988,338.190002,330.778717,1716000
2020-08-17,339.320007,339.720001,338.869995,339.279999,331.844757,1642600
2020-08-18,339.720001,340.459991,337.980011,340.0,332.549011,1634600
2020-08-19,340.399994,341.0,338.019989,338.619995,331.199249,1911500
2020-08-20,336.730011,340.149994,336.589996,339.660004,332.216492,1804700
2020-08-21,339.230011,341.049988,338.950012,340.850006,333.380432,2063000
2020-08-24,343.519989,344.420013,342.450012,344.350006,336.80368,2084000
2020-08-25,344.959991,345.600006,343.709991,345.48999,337.918701,4004400
2020-08-26,346.109985,349.269989,345.579987,349.0,341.351776,3674800
2020-08-27,349.660004,351.320007,347.980011,349.76001,342.095123,3767600
2020-08-28,350.890015,352.190002,349.660004,352.0,344.286041,2520700
2020-08-31,351.809998,352.769989,350.51001,350.769989,343.082947,5757700
2020-09-01,351.679993,354.179993,350.700012,354.059998,346.300903,3698900
2020-09-02,356.179993,360.26001,354.929993,359.23999,351.36734,3596600
2020-09-03,357.380005,357.880005,344.019989,346.820007,339.219604,7771400
2020-09-04,347.600006,349.290009,336.26001,343.980011,336.441803,5359400
2020-09-08,338.049988,339.399994,334.230011,334.630005,327.296661,5003500
2020-09-09,338.980011,343.890015,337.980011,341.179993,333.703156,5378500
2020-09-10,343.26001,343.910004,334.209991,335.220001,327.873749,5060200
2020-09-11,337.119995,338.269989,332.350006,335.380005,328.030243,3490200
2020-09-14,338.859985,341.660004,338.320007,339.839996,332.392517,2830700
2020-09-15,342.519989,343.420013,340.410004,341.570007,334.084625,2553900
2020-09-16,342.950012,344.470001,339.950012,340.209991,332.754364,2449700
2020-09-17,334.940002,339.01001,334.339996,337.290009,329.898346,3097900
2020-09-18,338.170013,338.209991,330.640015,333.339996,326.034973,3204600
2020-09-21,328.420013,329.73999,324.350006,329.630005,322.406281,6177800
2020-09-22,331.230011,333.570007,328.5,332.970001,325.673065,2864800
2020-09-23,332.089996,332.380005,323.220001,323.75,318.093781,4366100
2020-09-24,322.320007,327.899994,320.920013,324.600006,318.928986,4232100
2020-09-25,323.73999,330.709991,322.75,329.880005,324.11676,4178300
2020-09-28,334.359985,336.100006,333.309998,335.359985,329.500977,3411200
2020-09-29,335.209991,335.899994,332.779999,333.51001,327.683319,2536400
2020-09-30,334.339996,339.470001,334.100006,336.059998,330.188751,4750900
2020-10-01,338.829987,339.869995,336.179993,338.23999,332.330658,3381600
2020-10-02,332.820007,337.089996,332.390015,335.049988,329.196442,4092600
2020-10-05,337.209991,341.119995,337.200012,340.899994,334.944183,3208500
2020-10-06,341.130005,343.350006,335.559998,336.059998,330.188751,3934700
2020-10-07,339.279999,342.799988,339.279999,341.899994,335.926788,3122000
2020-10-08,344.070007,345.029999,343.059998,344.980011,338.952942,4166900
2020-10-09,346.790009,348.540009,346.089996,348.01001,341.929993,3377000
2020-10-12,350.779999,355.25,350.279999,353.690002,347.510742,2301100
2020-10-13,353.51001,353.600006,350.329987,351.390015,345.250946,2664600
2020-10-14,351.950012,353.089996,348.369995,349.190002,343.089386,2368800
2020-10-15,344.920013,349.23999,344.309998,348.76001,342.66687,3019600
2020-10-16,350.269989,351.970001,348.339996,348.450012,342.362335,2768000
2020-10-19,349.880005,350.519989,342.299988,343.220001,337.223633,2973400
2020-10-20,344.670013,348.100006,343.890015,344.570007,338.550079,2816200
2020-10-21,344.519989,346.790009,343.630005,343.899994,337.891785,3689200
2020-10-22,344.200012,346.450012,341.880005,345.859985,339.817505,2460100
2020-10-23,347.160004,347.190002,344.359985,346.959991,340.898346,1796600
2020-10-26,343.320007,344.190002,336.809998,340.589996,334.639679,4327200
2020-10-27,340.929993,341.299988,339.160004,339.429993,333.499847,4227600
2020-10-28,333.23999,334.0,327.299988,327.880005,322.151672,7096200
2020-10-29,328.100006,334.540009,326.26001,331.149994,325.364532,5163500
2020-10-30,329.420013,330.820007,323.720001,327.619995,321.89624,6632500
2020-11-02,331.380005,333.529999,328.380005,331.359985,325.570831,4658500
2020-11-03,334.859985,339.429993,334.350006,337.279999,331.387451,6559400
2020-11-04,342.070007,349.190002,340.73999,344.730011,338.707336,6499100
2020-11-05,350.540009,353.450012,350.130005,351.470001,345.329529,6900500
2020-11-06,351.170013,352.76001,348.950012,351.440002,345.300079,2871800
2020-11-09,365.290009,365.690002,355.339996,355.829987,349.613373,9109200
2020-11-10,354.769989,356.420013,351.869995,355.369995,349.161438,5174100
2020-11-11,357.660004,358.859985,356.429993,357.929993,351.676666,2485800
2020-11-12,356.850006,357.690002,352.540009,354.519989,348.326294,3787800
2020-11-13,356.519989,360.190002,355.98999,359.339996,353.062073,2685300
2020-11-16,362.339996,363.869995,360.929993,363.799988,357.444092,3332400
2020-11-17,361.269989,363.23999,359.690002,361.950012,355.626465,2656600
2020-11-18,362.209991,362.820007,357.529999,357.589996,351.342621,3179100
2020-11-19,356.850006,359.5,355.48999,359.040009,352.767303,3321600
2020-11-20,358.790009,359.040009,356.529999,356.630005,350.399414,2697500
2020-11-23,358.649994,360.049988,356.170013,358.769989,352.501984,2728500
2020-11-24,361.519989,365.100006,360.600006,364.51001,358.141754,3756800
2020-11-25,364.399994,364.480011,362.799988,363.98999,357.630829,3826500
2020-11-27,365.190002,365.519989,363.970001,364.980011,358.603516,1354600
2020-11-30,364.179993,364.390015,360.5,363.320007,356.972504,4093400
2020-12-01,366.899994,368.98999,366.269989,367.320007,360.902649,3708500
2020-12-02,366.160004,368.269989,365.549988,368.100006,361.669006,4121900
2020-12-03,368.019989,369.529999,366.880005,368.029999,361.60022,3068500
2020-12-04,368.679993,371.200012,368.619995,371.190002,364.705017,4091800
2020-12-07,370.429993,370.98999,369.119995,370.5,364.027039,3162300
2020-12-08,369.070007,372.160004,369.059998,371.529999,365.039093,3491100
2020-12-09,372.279999,372.420013,367.329987,368.279999,361.845856,3758200
2020-12-10,366.75,369.209991,365.809998,368.079987,361.649353,3151100
2020-12-11,366.269989,367.929993,364.619995,367.619995,361.197388,4501600
2020-12-14,368.440002,369.570007,364.209991,364.350006,359.559235,3797600
2020-12-15,367.140015,369.350006,365.690002,369.309998,364.45401,8472400
2020-12-16,369.619995,370.910004,368.630005,369.899994,365.036194,5512900
2020-12-17,371.690002,372.200012,369.869995,371.959991,367.069122,6485600
2020-12-18,372.359985,372.480011,368.359985,370.48999,365.618469,6697600
2020-12-21,366.299988,370.140015,363.380005,369.269989,364.41452,5221600
2020-12-22,369.48999,369.670013,367.420013,368.559998,363.713837,3431600
2020-12-23,369.630005,370.959991,368.700012,368.880005,364.029633,3234300
2020-12-24,369.420013,370.359985,368.809998,370.309998,365.440796,2040700
2020-12-28,373.149994,373.940002,372.440002,373.529999,368.618469,2342800
2020-12-29,375.149994,375.399994,372.200012,372.809998,367.907959,5401600
2020-12-30,373.73999,374.429993,372.950012,373.299988,368.391541,2727500
2020-12-31,373.200012,376.040009,372.600006,375.390015,370.454041,4712800
2021-01-04,376.690002,376.820007,366.160004,370.220001,365.35202,7103700
2021-01-05,369.440002,373.829987,369.440002,372.670013,367.769836,4310500
2021-01-06,371.019989,378.369995,370.459991,374.920013,369.990234,4343100
2021-01-07,377.470001,381.26001,377.279999,380.470001,375.467255,6051700
2021-01-08,382.01001,382.859985,378.48999,382.640015,377.608734,3400200
2021-01-11,379.230011,381.920013,379.130005,380.140015,375.141602,3360700
2021-01-12,380.200012,381.230011,377.769989,380.200012,375.200836,3494600
2021-01-13,380.119995,382.23999,379.23999,381.160004,376.148193,3764900
2021-01-14,381.959991,382.529999,379.429993,379.839996,374.845551,7004300
2021-01-15,378.089996,378.920013,375.079987,377.100006,372.141571,10182500
2021-01-19,379.730011,380.609985,378.149994,380.049988,375.052734,7103200
2021-01-20,382.519989,386.190002,382.109985,385.279999,380.21402,3431200
2021-01-21,385.890015,386.380005,384.670013,385.619995,380.54953,3556200
2021-01-22,383.730011,385.5,383.26001,384.309998,379.256744,3739800
2021-01-25,385.119995,386.179993,379.880005,385.839996,380.766632,3890100
2021-01-26,386.809998,387.200012,385.0,385.269989,380.204132,2219200
2021-01-27,381.630005,381.700012,373.429993,375.869995,370.927765,5592600
2021-01-28,377.76001,383.339996,377.299988,379.049988,374.065918,5677800
2021-01-29,377.059998,378.01001,369.649994,371.519989,366.634918,5001300
2021-02-01,375.170013,378.75,372.700012,377.600006,372.63501,4393200
2021-02-02,381.029999,384.640015,380.970001,382.959991,377.9245,3672300
2021-02-03,383.869995,385.109985,381.910004,383.26001,378.220581,3247000
2021-02-04,384.420013,387.640015,384.200012,387.600006,382.50351,1959700
2021-02-05,389.690002,389.890015,387.950012,389.119995,384.00351,2559900
2021-02-08,390.73999,392.049988,389.859985,392.049988,386.894958,3315300
2021-02-09,391.109985,392.350006,386.329987,391.720001,386.569305,4725500
2021-02-10,393.600006,393.730011,388.98999,391.559998,386.411438,2566000
2021-02-11,392.769989,393.149994,389.589996,392.220001,387.062744,3114200
2021-02-12,391.299988,394.380005,391.23999,394.179993,388.996979,1945900
2021-02-16,395.48999,395.649994,393.029999,393.869995,388.691071,2379300
2021-02-17,391.899994,394.089996,390.799988,393.920013,388.740387,2418900
2021-02-18,391.019989,392.98999,389.209991,392.25,387.092346,2840100
2021-02-19,393.589996,393.829987,391.029999,391.51001,386.362091,3051200
2021-02-22,388.5,391.079987,388.220001,388.529999,383.421265,2878300
2021-02-23,386.089996,390.380005,381.619995,388.940002,383.825867,4439600
2021-02-24,387.720001,393.670013,386.73999,393.209991,388.039734,3386600
2021-02-25,391.859985,393.329987,382.190002,383.779999,378.733734,6216300
2021-02-26,385.790009,387.019989,379.609985,381.769989,376.750153,6449900
2021-03-01,387.179993,392.380005,387.01001,391.029999,385.888367,3900900
2021-03-02,391.309998,391.51001,387.769989,388.019989,382.917969,4502400
2021-03-03,387.269989,388.25,382.730011,382.839996,377.806061,5415300
2021-03-04,382.619995,385.420013,373.26001,378.100006,373.128418,7556100
2021-03-05,381.869995,386.209991,374.019989,385.070007,380.006775,6516000
2021-03-08,386.079987,389.130005,382.829987,383.190002,378.151459,3885700
2021-03-09,387.299988,391.369995,386.790009,388.589996,383.480499,3586900
2021-03-10,391.170013,392.869995,389.640015,390.970001,385.829193,3426300
2021-03-11,393.730011,397.140015,393.230011,394.98999,389.796326,2818100
2021-03-12,393.570007,395.720001,392.670013,395.609985,390.408173,3389300
2021-03-15,395.839996,398.220001,393.549988,398.01001,392.776611,2327600
2021-03-16,398.609985,399.359985,396.579987,397.450012,392.223999,3722000
2021-03-17,396.040009,399.649994,394.809998,398.75,393.506866,4506200
2021-03-18,395.98999,398.23999,392.25,392.929993,387.763397,4822200
2021-03-19,392.679993,394.329987,389.920013,392.200012,387.04303,6090800
2021-03-22,392.820007,396.859985,392.76001,395.299988,390.102234,3791600
2021-03-23,394.690002,396.23999,391.410004,392.220001,387.062744,5846500
2021-03-24,393.769989,395.540009,390.209991,390.209991,385.079163,6597400
2021-03-25,387.410004,392.0,385.339996,391.119995,387.278381,5574700
2021-03-26,392.380005,397.890015,391.76001,397.450012,393.546204,3625900
2021-03-29,395.859985,398.200012,394.269989,397.25,393.348145,3798400
2021-03-30,395.910004,396.899994,394.5,396.269989,392.377777,3612900
2021-03-31,396.799988,399.480011,396.790009,397.820007,393.912567,5233300
2021-04-01,399.880005,402.200012,399.660004,402.079987,398.130707,7301000
2021-04-05,404.98999,408.480011,404.910004,407.850006,403.844055,5645400
2021-04-06,407.309998,408.75,406.940002,407.600006,403.596497,3624100
2021-04-07,407.429993,408.480011,406.98999,408.109985,404.101471,2974600
2021-04-08,409.470001,410.109985,408.470001,410.01001,405.982849,4125500
2021-04-09,409.940002,413.200012,409.799988,412.980011,408.923676,3052100
2021-04-12,412.359985,413.470001,411.76001,413.149994,409.09198,2980500
2021-04-13,413.059998,415.079987,412.660004,414.359985,410.2901,8665300
2021-04-14,414.359985,415.51001,412.429993,412.980011,408.923676,3981200
2021-04-15,415.25,417.720001,415.25,417.420013,413.320068,4443800
2021-04-16,418.820007,419.480011,417.329987,418.890015,414.775635,2707100
2021-04-19,417.799988,418.320007,415.350006,416.839996,412.745728,4418700
2021-04-20,415.480011,416.230011,412.179993,413.809998,409.745514,6145200
2021-04-21,413.079987,417.890015,412.940002,417.679993,413.577484,3875800
2021-04-22,417.429993,418.339996,412.709991,413.970001,409.903961,6300000
2021-04-23,414.470001,419.839996,414.380005,418.309998,414.201324,4565600
2021-04-26,419.040009,419.809998,418.589996,419.25,415.13208,4583400
2021-04-27,419.529999,419.730011,417.940002,419.119995,415.003357,3281000
2021-04-28,419.380005,420.600006,418.5,418.959991,414.84491,5500200
2021-04-29,421.959991,422.279999,418.01001,421.609985,417.468903,4089200
2021-04-30,419.230011,420.130005,417.929993,418.880005,414.765717,4920000
2021-05-03,421.019989,421.429993,419.279999,419.779999,415.65686,4672100
2021-05-04,417.679993,418.170013,413.26001,417.230011,413.131958,6946800
2021-05-05,418.940002,419.209991,416.529999,417.290009,413.191315,4242000
2021-05-06,417.450012,420.769989,415.25,420.679993,416.548035,5376900
2021-05-07,421.51001,424.429993,420.769989,423.730011,419.568054,4679900
2021-05-10,424.149994,424.339996,419.429993,419.609985,415.488525,4645900
2021-05-11,414.679993,416.839996,411.609985,415.869995,411.785278,10330800
2021-05-12,412.790009,414.140015,406.339996,406.980011,402.982605,7589000
2021-05-13,408.609985,413.899994,408.579987,411.809998,407.765167,6956400
2021-05-14,414.76001,419.070007,414.76001,418.170013,414.062714,3587500
2021-05-17,416.98999,417.940002,414.959991,417.170013,413.07251,2985600
2021-05-18,417.390015,417.630005,413.350006,413.579987,409.517731,3348400
2021-05-19,408.459991,412.600006,406.890015,412.459991,408.408722,5670900
2021-05-20,413.369995,418.200012,413.26001,416.820007,412.725952,3770400
2021-05-21,418.51001,419.809998,416.040009,416.579987,412.488312,4147900
2021-05-24,418.929993,421.940002,418.690002,420.769989,416.637115,2732000
2021-05-25,421.959991,422.329987,419.220001,419.859985,415.736053,4238500
2021-05-26,420.470001,421.209991,419.369995,420.630005,416.498505,3000800
2021-05-27,421.779999,422.320007,420.76001,420.850006,416.71637,3719400
2021-05-28,422.649994,422.890015,421.450012,421.649994,417.508514,3280900
2021-06-01,424.23999,424.359985,420.820007,421.320007,417.181763,3739600
2021-06-02,421.959991,422.859985,420.929993,422.019989,417.874847,2669700
2021-06-03,419.519989,421.630005,417.899994,420.410004,416.280701,3140800
2021-06-04,422.369995,424.559998,422.320007,424.23999,420.073029,2586300
2021-06-07,424.25,424.429993,422.859985,423.880005,419.716614,4254700
2021-06-08,424.820007,424.880005,421.980011,423.899994,419.736389,3667200
2021-06-09,424.850006,424.920013,423.040009,423.220001,419.06311,3653800
2021-06-10,423.420013,425.040009,421.98999,424.040009,421.093872,3075700
2021-06-11,424.679993,424.839996,423.26001,424.73999,421.789001,2166700
2021-06-14,424.920013,425.779999,423.540009,425.76001,422.80191,2158800
2021-06-15,425.899994,425.940002,424.0,424.929993,421.977661,4528500
2021-06-16,425.119995,425.279999,420.309998,422.579987,419.643982,4771800
2021-06-17,422.079987,423.440002,419.75,422.450012,419.514923,4336300
2021-06-18,418.970001,419.609985,416.480011,416.769989,413.874359,7290700
2021-06-21,418.619995,422.869995,417.730011,422.649994,419.713501,4111000
2021-06-22,422.670013,425.790009,421.890015,424.660004,421.709564,4447800
2021-06-23,424.970001,425.859985,424.329987,424.410004,421.461304,2744100
2021-06-24,426.690002,427.380005,426.440002,426.869995,423.904175,4817200
2021-06-25,427.76001,428.910004,427.399994,428.440002,425.463287,4171500
2021-06-28,429.040009,429.48999,427.720001,429.350006,426.366974,4015300
2021-06-29,429.76001,430.380005,428.980011,429.540009,426.555664,3324400
2021-06-30,429.059998,430.619995,429.049988,429.920013,426.933014,6888500
